RNA.1	RNA.2	RNA.3	RNA.4	RNA.8	RNA.11	RNA.12	RNA.15	RNA.16	RNA.17	RNA.19	RNA.20
Pmm2	0.2	0	0	0	0	0	1	0.5	0	0	0.3	0
Carhsp1	0.571428571428572	0.333333333333333	0	0	1	2	0	0.5	0	0.5	0.5	1
Gm5767	0	0	0	0	0	0	0	0	0	0	0	0
Usp7	0.114285714285714	0	0.5	0	0	1	0	0.5	0	0	0.3	0
1810013L24Rik	0.142857142857143	0	0.5	0	0.5	0	1	0	0	0	0.2	0
AC156026.1	0	0	0	0	0	0	0	0	0	0	0	0
AC165274.3	0	0	0	0	0	0	0	0	0	0	0	0
AC136987.2	0	0	0	0	0	0	0	0	0	0	0	0
AC136987.1	0	0	0	0	0	0	0	0	0	0	0	0
Grin2a	0	0	0	0	0	0	0	0	0	0	0	0
Rpl39l	0	0	0	0	0	0	0	0	0	0	0	0
AC154256.1	0	0	0	0	0	0	0	0	0	0	0	0
Atf7ip2	0	0	0	0	0	0	0	0	0	0	0	0
Emp2	0.514285714285714	0	0	0	0.5	0	0	0.5	1	0	0.3	1
AC154311.1	0	0	0	0	0	0	0	0	0	0	0	0
Tekt5	0	0	0	0	0	0	0	0	0	0	0	0
Nubp1	0.371428571428571	0	0.5	0	0	1	0	0	1	0	0	0
Tvp23a	0.0285714285714286	0	0.5	1	0	0	0	0	0	0	0	0
Ciita	0	0	0	0	0	0	0	0	0	0	0	0
Dexi	0.114285714285714	0	0	0	0	0	0	0.5	0	0	0.1	2
Clec16a	0	0	0.5	0	0	0	0	0	0	0	0	0
Gm15558	0	0	0	0	0	0	0	0	0	0	0	0
Socs1	0	0	0	0	0	0	0	0	0	0	0	0
Tnp2	0	0	0	0	0	0	0	0	0	0	0	0
Prm3	0	0	0	0	0	0	0	0	0	0	0	0
Prm2	0	0	0	0	0	0	0	0	0	0	0	0
Prm1	0	0	0	0	0	0	0	0	0	0	0	0
CT010583.1	0	0	0	0	0	0	0	0	0	0	0	0
Gm11172	0	0	0	0	0	0	0	0	0	0	0	0
Gm26822	0	0	0	0	0	0	0	0	0	0	0	0
Rmi2	0.0285714285714286	0	0	0	0	0	0	0.5	0	0	0	0
Gm21859	0	0	0	0	0	0	0	0	0	0	0	0
Litaf	0.685714285714286	0.333333333333333	2	0	0	0	0	0	2	0.5	0	1
Gm4262	0	0	0	0	0	0	0	0	0	0	0	0
AC164093.2	0	0	0	0	0	0	0	0	0	0	0	0
Snn	0.114285714285714	0.333333333333333	0.5	1	0.5	0	1	0	0	0.5	0.2	1
Txndc11	0.2	0	0.5	0	0.5	2	1	0	0	0	0	0
Zc3h7a	0.2	0	0.5	2	0.5	0	0	0.5	1	0.5	0	1
4930509G22Rik	0	0	0	0	0	0	0	0	0	0	0	0
Rsl1d1	1.08571428571429	0	0.5	0	0.5	2	3	0	2	0.5	0.7	1
2610020C07Rik	0.0857142857142857	0.333333333333333	0	0	0	0	0	0	0	0	0	0
Gspt1	0.914285714285714	0.333333333333333	1	0	0.5	5	1	0	1	0.5	1.1	3
Tnfrsf17	0	0	0	0	0	0	0	0	0	0	0	0
Snx29	0	0	0	0	0	0	0	0.5	0	0	0.1	0
Gm4279	0	0	0	0	0	0	0	0	0	0	0	0
AC154509.1	0.0571428571428571	0	0	0	0	0	0	0	0	0	0	0
Cpped1	0.228571428571429	0.333333333333333	0.5	0	0	0	0	0	0	0	0.2	0
Gm9961	0	0	0	0	0	0	0	0	0	0	0	0
Shisa9	0	0	0	0	0	0	0	0	0	0	0	0
AC117197.3	0	0	0	0	0	0	0	0	0	0	0	0
AC117197.2	0	0	0	0	0	0	0	0	0	0	0	0
AC117197.1	0	0	0	0	0	0	0	0	0	0	0	0
1700003L19Rik	0	0	0	0	0	0	0	0	0	0	0	0
Ercc4	0.0571428571428571	0	0	0	0	0	0	0	0	0	0.1	0
Mkl2	0.285714285714286	0	0	0	0	2	0	0	0	1	0.2	0
Gm15738	0	0	0	0	0	0	0	0	0	0	0	0
2310015D24Rik	0	0	0	0	0	0	0	0	0	0	0	0
Parn	0.142857142857143	0	0	0	0	0	0	0	0	0	0.4	0
Bfar	0.514285714285714	0.333333333333333	1	2	0	2	0	0.5	0	1	0.3	0
3110001I22Rik	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0
Pla2g10	0	0	0	0	0	0	0	0	0	0	0	0
Pla2g10os	0	0	0	0	0	0	0	0	0	0	0	0
AC154607.1	0	0	0	0	0	0	0	0	0	0	0	0
Rrn3	0.228571428571429	0	0.5	0	0	0	0	0	0	0.5	0.1	0
Ntan1	0.942857142857143	1.33333333333333	0.5	0	0.5	0	0	0.5	1	1.5	0.7	2
Pdxdc1	0.428571428571429	0.333333333333333	0	0	0	0	2	0	0	0	0.2	0
Mpv17l	0.0857142857142857	0	0	0	0.5	0	0	0	0	0.5	0	0
Ifitm7	0	0	0	0	0	0	0	0	0	0	0	0
2900011O08Rik	0	0	0	0	0	0	0	0	0	0	0	0
Marf1	0.257142857142857	0	0	0	0.5	0	0	0	0	0	0.1	0
Nde1	0.114285714285714	0	1	0	0	0	0	0	0	0	0.2	0
Myh11	14.6285714285714	12.3333333333333	14.5	35	15	19	19	5	1	5	1.5	0
Fopnl	0.542857142857143	0.333333333333333	0	0	1	0	1	0	2	0	0.4	1
Gm15868	0	0	0	0	0	0	0	0	0	0	0	0
Abcc1	0.0285714285714286	0	0	1	0	0	0	0	0	0	0	0
A630010A05Rik	0	0	0	0	0	0	0	0	0	0	0	0
Snai2	0.228571428571429	0.333333333333333	0	0	0	1	0	0	0	0	0.3	4
AC154606.1	0	0	0	0	0	0	0	0	0	0	0	0
Efcab1	0	0	0	0	0	0	0	0	0	0.5	0	0
Gm21897	0	0	0	0	0	0	0	0	0	0	0	0
Ube2v2	0.714285714285714	0.333333333333333	0.5	0	0	2	0	0	1	1	0.3	1
Mcm4	0.428571428571429	0.333333333333333	0	0	0	0	0	0.5	0	0	0.2	0
Prkdc	0.171428571428571	0	0	1	0	0	0	0	0	0	0.1	0
Mzt2	0.171428571428571	0	0	0	0	0	0	0	0	0	0.3	0
Cebpd	0.742857142857143	0.666666666666667	0	0	2	1	1	0.5	1	0.5	0.3	0
Spidr	0.114285714285714	0	0	0	0	1	0	0	0	0	0.1	0
Pkp2	0.0857142857142857	0	0	0	0	0	0	0	0	0	0	0
Yars2	0.0857142857142857	0	0	0	0	0	0	0	0	1	0.2	0
Dnm1l	1.02857142857143	0.666666666666667	0.5	0	0	0	0	0.5	1	1	0.6	1
AC112943.2	0	0	0	0	0	0	0	0	0	0	0	0
Fgd4	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0
Olfr19	0	0	0	0	0	0	0	0	0	0	0	0
4933404G15Rik	0	0	0	0	0	0	0	0	0	0	0	0
Spag6l	0	0	0	0	0	0	0	0	0	0	0	0
Igll1	0	0	0	0	0	0	0	0	0	0	0	0
Vpreb1	0	0	0	0	0	1	0	0	0	0	0	0
Top3b	0.228571428571429	0	0	0	0.5	0	0	0	1	0.5	0.3	0
Ppm1f	0.114285714285714	0	0	1	0	0	0	0	0	0	0	0
AC166832.3	0	0	0	0	0	0	0	0	0	0	0	0
Mapk1	0.971428571428572	0.666666666666667	1.5	0	0.5	1	1	1.5	0	0.5	0.9	0
1700056N10Rik	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0
Ypel1	0.0857142857142857	0	0	0	0	0	0	0	0	0.5	0	0
Ppil2	0.457142857142857	0.333333333333333	0.5	0	0.5	1	0	1	0	0.5	0.3	0
AC154667.1	0	0	0	0	0	0	0	0	0	0	0	0
2610318N02Rik	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0
Sdf2l1	0.171428571428571	0.333333333333333	0	0	0	0	1	0	0	0	0.1	0
Ccdc116	0	0	0	0	0	0	0	0	0	0	0	0
Ydjc	0.114285714285714	0	0	0	0	0	0	0	0	0	0.1	0
Ube2l3	1.42857142857143	0.333333333333333	0	0	1.5	7	2	1	1	3	1.3	3
Rimbp3	0	0	0	0	0	0	0	0	0	0	0	0
Hic2	0.0571428571428571	0	0.5	0	0	0	0	0	0	0	0	0
Gm26635	0	0	0	0	0	0	0	0	0	0	0	0
Tmem191c	0.0857142857142857	0.333333333333333	0	0	0	0	0	0	0	0	0	0
Pi4ka	0	0.666666666666667	0	0	0	0	0	0	1	0	0.2	0
Serpind1	0	0	0	0	0	0	0	0	0	0	0	0
Snap29	0.171428571428571	0.333333333333333	0	0	0.5	0	0	0	1	0	0	0
Crkl	0.0285714285714286	0	0	0	0	0	0	1	0	0	0	0
Aifm3	0	0	0	0	0	0	0	0	0	0	0	0
Lztr1	0.371428571428571	0	0	0	0	0	1	0	1	0.5	0.4	0
Thap7	0.285714285714286	0.333333333333333	0	0	0	0	0	0	0	0.5	0.2	0
Lrrc74b	0	0	0	0	0	0	0	0	0	0	0	0
P2rx6	0	0	0	0	0	0	0	0	0	0	0	0
Slc7a4	0	0	0	0	0	0	0	0	0	0	0	0
Smpd4	0.114285714285714	0.333333333333333	0	0	0	0	0	0.5	0	0	0.1	0
Ccdc74a	0	0	0	0	0	0	0	0	0	0	0	0
Med15	0.257142857142857	0.333333333333333	1	0	0	0	0	0	0	0	0.4	0
Klhl22	0.114285714285714	0	0.5	1	0	0	0	0	0	0	0.4	0
Scarf2	0.142857142857143	0	0	0	0.5	1	0	0.5	0	1	0.1	1
AC078895.1	0	0	0	0	0	0	0	0	0	0	0	0
Car15	0	0	0	0	0	0	0	0	0	0	0	0
Gm20518	0	0	0	0	0	0	0	0	0	0	0	0
Dgcr2	0.142857142857143	0	0	0	0	0	0	0	1	0	0.1	1
Tssk1	0	0	0	0	0	0	0	0	0	0	0	0
Tssk2	0	0	0	0	0	0	0	0	0	0	0	0
Dgcr14	0.114285714285714	0	0.5	0	0	0	1	0.5	0	0	0	0
Gsc2	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a1	0.257142857142857	0	0	0	0.5	0	0	0	1	0.5	0.3	0
Vpreb2	0	0	0	0	0	0	0	0	0	0	0	0
AC087064.2	0	0	0	0	0	0	0	0	0	0	0	0
Dgcr6	0.971428571428572	0.333333333333333	0.5	0	0.5	2	1	0	1	0.5	0.3	0
Prodh	0.142857142857143	0	0.5	0	0.5	0	1	0	0	0	0.1	0
Rtn4r	0	0	0	0	0	0	0	0	0	0	0	0
4933432I09Rik	0	0	0	0	0	0	0	0	0	0	0	0
AC118542.1	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc188	0	0	0	0	0	0	0	0	0	0	0	0
Zdhhc8	0.142857142857143	0	1	0	0	0	0	0	0	0	0.1	0
Ranbp1	2.88571428571429	1	2.5	1	1.5	5	6	1	0	1.5	1.7	8
AC084822.2	0	0	0	0	0	0	0	0	0	0	0	0
Trmt2a	0.2	0	0	0	0	1	0	0.5	0	0	0.2	0
Dgcr8	0.171428571428571	0	0	2	0	0	2	0	0	0	0.1	0
Tango2	0.2	0.666666666666667	0	0	0	0	0	0	1	0	0	0
Arvcf	1.11428571428571	0.666666666666667	1.5	4	1	2	1	0.5	1	0.5	0.7	1
Comt	0.885714285714286	1.66666666666667	2	3	1.5	0	0	0	0	1	0.4	3
Txnrd2	0.142857142857143	0	0	0	0	0	0	0	0	0	0.1	0
Gnb1l	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0
Rtl10	0	0	0	0	0	0	0	0	0	0	0	0
Tbx1	0	0	0	0	0	0	0	0	0	0	0	0
4930588K23Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gp1bb	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0
AC133488.1	0	0	0	0	0	0	0	0	0	0	0	0
Sept5	0.0571428571428571	0	0	1	0	0	0	0	0	0	0	0
Cldn5	0	0	0	0	0	0	0	0	0	0	0	0
Cdc45	0.171428571428571	0	0	1	0	0	0	0	0	0	0	0
Ufd1	0.542857142857143	0	0	0	0	1	0	0	0	0	0.1	0
2510002D24Rik	0.314285714285714	0.333333333333333	0	0	0.5	0	0	0	0	0	0.1	0
Gm28539	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl40	0.428571428571429	0	0.5	1	0.5	0	0	0	0	0	0.2	1
Hira	0.0857142857142857	0	0	0	0	0	1	0	0	0.5	0.1	1
2010309G21Rik	0	0	0	0	0	0	0	0	0	0	0	0
Iglc1	0	0	0	0	0	0	0	0	0	0	0	0
Iglj1	0	0	0	0	0	0	0	0	0	0	0	0
Iglc3	0	0	0	0	0	0	0	0	0	0	0	0
Iglj3p	0	0	0	0	0	0	0	0	0	0	0	0
Iglj3	0	0	0	0	0	0	0	0	0	0	0	0
Iglv1	0	0	0	0	0	0	0	0	0	0	0	0
Iglc4	0	0	0	0	0	0	0	0	0	0	0	0
Iglj4	0	0	0	0	0	0	0	0	0	0	0	0
Iglc2	0	0	0	0	0	0	0	0	0	0	0	0
Iglj2	0	0	0	0	0	0	0	0	0	0	0	0
Gm43388	0	0	0	0	0	0	0	0	0	0	0	0
Iglv3	0	0	0	0	0	0	0	0	0	0	0	0
Iglv2	0	0	0	0	0	0	0	0	0	0	0	0
Olfr164	0	0	0	0	0	0	0	0	0	0	0	0
Olfr165	0	0	0	0	0	0	0	0	0	0	0	0
Olfr166	0	0	0	0	0	0	0	0	0	0	0	0
Olfr167	0	0	0	0	0	0	0	0	0	0	0	0
Olfr168	0	0	0	0	0	0	0	0	0	0	0	0
Olfr169	0	0	0	0	0	0	0	0	0	0	0	0
Olfr170	0	0	0	0	0	0	0	0	0	0	0	0
Olfr171	0	0	0	0	0	0	0	0	0	0	0	0
Lamp3	0	0	0	0	0	0	0	0	0	0	0	0
B3gnt5	0.114285714285714	0	0.5	0	0	0	0	0	0	0	0	0
A930003A15Rik	0	0	0	0	0	0	0	0	0	0	0	0
AC164558.1	0	0	0	0	0	0	0	0	0	0	0	0
Klhl6	0	0	0	0	0	0	0	0	0	0	0	0
Klhl24	0.742857142857143	1	1.5	3	0	2	1	0	0	1	0.5	1
Yeats2	0.228571428571429	0.333333333333333	0.5	1	0	1	0	0	0	0	0	0
Map6d1	0	0	0	0	0	0	0	0	0	0	0	0
AC120150.1	0	0	0	0	0	0	0	0	0	0	0	0
Parl	0.6	0.333333333333333	0.5	0	0.5	1	0	0	1	0	0.3	2
Cyp2ab1	0	0	0	0	0	0	0	0	0	0	0	0
Abcc5	0.485714285714286	0.333333333333333	0.5	2	0.5	1	0	0	0	0	0.2	0
Eif2b5	0.342857142857143	0.666666666666667	0	1	0.5	2	3	0.5	0	0	0.2	0
Gm16618	0	0	0	0	0	0	0	0	0	0	0	0
Dvl3	0.4	0.333333333333333	0	0	0	1	0	1	0	0.5	0.2	0
Ap2m1	1.08571428571429	2.33333333333333	0.5	0	1.5	1	2	1	1	1	1.3	5
Abcf3	0.114285714285714	0	0	1	0	1	0	0	0	0	0.2	0
AC087898.2	0	0	0	0	0	0	0	0	0	0	0	0
Vwa5b2	0	0	0	0	0	0	0	0	0	0	0	0
AC087898.3	0	0	0	0	0	0	0	0	0	0	0	0
Alg3	0.0571428571428571	0.333333333333333	0	0	0	1	0	0	0	0	0.1	0
Eef1akmt4	0.0571428571428571	0	0	0	0	0	0	0.5	0	0	0	0
Gm49333	0	0	0	0	0	0	0	0	0	0	0	0
Camk2n2	0.0857142857142857	0	0	0	0.5	0	0	0	0	0	0.1	1
Ece2	0.0571428571428571	0	0	0	0	0	0	0	0	0	0	0
Psmd2	1.08571428571429	0.333333333333333	1.5	0	0.5	3	2	0.5	1	0.5	0.6	1
Eif4g1	1.05714285714286	0.666666666666667	1	0	1.5	3	2	1	1	0.5	1.4	1
Fam131a	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0
Clcn2	0	0	0	0	0	0	0	0	0	0	0	0
Polr2h	0.342857142857143	0.333333333333333	0	0	0.5	1	1	0.5	0	0.5	0.3	0
Thpo	0	0	0	0	0	0	0	0	0	0	0	0
Chrd	0	0	0	0	0	0	0	0	0	0	0	0
CT010490.3	0	0	0	0	0	0	0	0	0	0	0	0
AC158985.3	0	0	0	0	0	0	0	0	0	0	0	0
Teddm3	0	0	0	0	0	0	0	0	0	0	0	0
Ephb3	0.0571428571428571	0.333333333333333	0	0	0	0	0	0	0	0	0	0
AC123977.1	0	0	0	0	0	0	0	0	0	0	0	0
Gm16863	0	0	0	0	0	0	0	0	0	0	0	0
Vps8	0.142857142857143	0	0	0	0	0	0	0	0	0	0.1	0
2510009E07Rik	0.0571428571428571	0	0	0	0	0	0	0	0	0	0	0
Ehhadh	0	0	0	0	0	0	0	0	0	0.5	0	0
1300002E11Rik	0.171428571428571	0	0.5	0	0	0	0	0.5	0	0	0.1	1
Map3k13	0	0	0	0	0	0	0	0	0	0	0	1
AC114990.2	0	0	0	0	0	0	0	0	0	0	0	0
Gm26744	0	0	0	0	0	0	0	0	0	0	0	0
2610020F03Rik	0	0	0	0	0	0	0	0	0	0	0	0
Tmem41a	0.228571428571429	0	0	0	0.5	0	0	0	1	0	0	1
Liph	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0
Senp2	0.314285714285714	0	0.5	0	0	0	1	0	0	0.5	0.3	0
Igf2bp2	0.314285714285714	0	0	0	0	0	0	0	0	0.5	0.3	1
Tra2b	1.42857142857143	0.666666666666667	3.5	0	1	1	1	1.5	2	0	0.5	1
Etv5	0.114285714285714	0	0	0	0	0	1	0	0	0	0.1	0
Dgkg	0.542857142857143	0	0.5	0	1	1	2	0.5	0	1.5	0.4	0
9230117E06Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm15651	0	0	0	0	0	0	0	0	0	0	0	0
Crygs	0	0	0	0	0	0	0	0	0	0	0	0
Tbccd1	0.0571428571428571	0	0	0	0	0	0	0	0	0	0	0
Dnajb11	0.571428571428572	0.666666666666667	0.5	0	1.5	0	0	0	1	0.5	0.2	2
CT027991.1	0	0	0	0	0	0	0	0	0	0	0	0
Ahsg	0	0	0	0	0	0	0	0	0	0	0	0
Fetub	0	0	0	0	0	0	0	0	0	0	0	0
Hrg	0	0	0	0	0	0	0	0	0	0	0	0
Kng2	0	0	0	0	0	0	0	0	0	0	0	0
Kng1	0	0	0	0	0	0	0	0	0	0	0	0
Eif4a2	1.8	2	1	3	4	2	3	1	1	0.5	1.4	0
Rfc4	0.2	0	0	0	0	1	0	0	0	0	0.2	1
Adipoq	0	0	0	0	0	0	0	0	0	0	0	0
B630019A10Rik	0	0	0	0	0	0	0	0	0	0	0	0
St6gal1	0.285714285714286	0.333333333333333	0	0	1	0	0	0	0	0.5	0.2	1
Rtp1	0	0	0	0	0	0	0	0	0	0	0	0
Masp1	0	0	0	0	0	0	0	0	0	0	0	0
Rtp4	0	0	0	0	0	0	0	0	0	0	0	0
Sst	0	0	0	0	0	0	0	0	0	0	0	0
Rtp2	0	0	0	0	0	0	0	0	0	0	0	0
Bcl6	0	0	0	0	0	0	0	0	0	0	0	0
Gm37419	0	0	0	0	0	0	0	0	0	0	0	0
AC158397.1	0	0	0	0	0	0	0	0	0	0	0	0
AC169509.5	0	0	0	0	0	0	0	0	0	0	0	0
AC169509.3	0	0	0	0	0	0	0	0	0	0	0	0
Lppos	0.0571428571428571	0.333333333333333	0	1	0	0	0	0	0	0	0	0
Lpp	3.74285714285714	3.33333333333333	7	3	5	5	4	9.5	2	2	2.2	0
A230028O05Rik	0	0	0	0	0	0	0	0	0	0	0	0
Tprg	0	0	0	0	0	0	0	0	0	0	0	0
Trp63	0	0	0	0	0	0	0	0	0	0	0	0
Gm4524	0	0	0	0	0	0	0	0	0	0	0	0
P3h2	0.114285714285714	0	0	0	0	0	0	0.5	0	0	0.5	0
Cldn1	0	0	0	0	0	0	0	0	0	0	0	0
Cldn16	0	0	0	0	0	0	0	0	0	0	0	0
Tmem207	0	0	0	0	0	0	0	0	0	0	0	0
Il1rap	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0
Gm20319	0	0	0	0	0	0	0	0	0	0	0	0
Gmnc	0	0	0	0	0	0	0	0	0	0	0	0
Ostn	0	0	0	0	0	0	0	0	0	0	0	0
AC154512.1	0	0	0	0	0	0	0	0	0	0	0	0
Uts2b	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc50	1.22857142857143	0	0.5	4	2.5	0	1	0	1	0.5	0.5	2
AC154786.1	0	0	0	0	0	0	0	0	0	0	0	0
Fgf12	0.0571428571428571	0	0	0	0	0	0	0	0	0	0	0
Mb21d2	0.0285714285714286	0	0	0	1	0	0	0	0	0	0	1
Hrasls	0	0	0	0	0	0	0	0	0	0	0	0
Atp13a5	0	0	0	0	0	0	0	0	0	0	0	0
Atp13a4	0	0	0	0	0	0	0	0	0	0	0	0
Opa1	0.4	0.666666666666667	0	0	0	0	0	0.5	0	1	0.4	0
AC154438.1	0	0	0	0	0	0	0	0	0	0	0	0
Gm26834	0	0	0	0	0	0	0	0	0	0	0	0
CT025592.1	0	0	0	0	0	0	0	0	0	0	0	0
Gm26569	0	0	0	0	0	0	0	0	0	0	0	0
Gm1968	0	0	0	0	0	0	0	0	0	0	0	0
4632428C04Rik	0	0	0	0	0	0	0	0	0	0	0	0
9030404E10Rik	0	0	0	0	0	0	0	0	0	0	0	0
Hes1	0.8	0	1	0	0.5	0	0	0	0	1	0.5	1
1700025H01Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm26562	0	0	0	0	0	0	0	0	0	0	0	0
Cpn2	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc15	0	0	0	0	0	0	0	0	0	0	0	0
Gp5	0	0	0	0	0	0	0	0	0	0	0	0
Atp13a3	0.2	0	0	0	1	0	1	0	1	0.5	0.2	0
Tmem44	0	0	0	0	0	0	0	0	0	0	0.1	0
Lsg1	0.228571428571429	0.333333333333333	0.5	0	0	0	1	0	0	0	0.2	0
Fam43a	0.0285714285714286	0	0	0	0.5	0	0	0	0	0.5	0.1	0
CT009704.1	0	0	0	0	0	0	0	0	0	0	0	0
AC163720.1	0	0	0	0	0	0	0	0	0	0	0	0
AC163720.3	0	0	0	0	0	0	0	0	0	0	0	0
AC163720.2	0	0	0	0	0	0	0	0	0	0	0	0
AC126280.1	0	0	0	0	0	0	0	0	0	0	0	0
Xxylt1	0.0285714285714286	0	0	0	0	0	0	0.5	0	0	0.1	1
Acap2	0.542857142857143	0.333333333333333	1.5	0	2	2	0	0	1	0.5	0.6	0
AC130815.3	0	0	0	0	0	0	0	0	0	0	0	0
Ppp1r2	0.857142857142857	0.333333333333333	1	1	0.5	1	1	1	0	0	0.8	3
AC130815.2	0.0571428571428571	0	0	0	0	0	0	0	0	0	0	0
Apod	0	0	0	0	0	0	0	0	0	0	0	0
AC125371.4	0	0	0	0	0	0	0	0	0	0	0	0
AC125371.3	0	0	0	0	0	0	0	0	0	0	0	0
Bdh1	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0
Gm15743	0	0	0	0	0	0	0	0	0	0	0	0
AC125371.2	0	0	0	0	0	0	0	0	0	0	0	0
AC161376.1	0	0	0	0	0	0	0	0	0	0	0	0
AC161376.2	0	0	0	0	0	0	0	0	0	0	0	0
AC126055.1	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0
Dlg1	0.285714285714286	0.333333333333333	0	2	0.5	1	0	0.5	0	0	0.3	0
Meltf	0	0	0	0	0	0	0	0	0	0	0	0
Pigz	0	0	0	0	0	0	0	0	0	0	0	0
0610012G03Rik	1.34285714285714	0.333333333333333	0	0	2	0	1	1	0	0.5	1.1	2
Ncbp2	0.714285714285714	0.666666666666667	1.5	1	1.5	0	1	1	3	0	1.1	1
Senp5	0.285714285714286	0	0	1	0.5	0	0	0	0	0	0.2	1
Pak2	1.45714285714286	0.666666666666667	1	1	2	2	0	0	0	0	1	1
Pigx	0.4	0.666666666666667	0.5	0	0.5	0	0	0	0	1	0.2	0
Cep19	0.0285714285714286	0	0	0	0.5	0	1	0	0	0	0.1	0
Gm15729	0	0	0	0	0	0	0	0	0	0	0	0
Nrros	0	0	0	0	0	0	0	0	0	0	0	0
Bex6	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo45	0.0285714285714286	0.333333333333333	0	0	0	1	1	0	1	0	0.3	0
Wdr53	0.114285714285714	0	0.5	0	0	0	0	0	0	0	0	1
Smco1	0	0	0	0	0	0	0	0	0	0	0	0
Rnf168	0.428571428571429	0	0.5	0	0	0	1	1	0	0	0.2	0
Ubxn7	0.171428571428571	0	0	1	0	1	0	0	1	1	0.6	0
Tm4sf19	0	0	0	0	0	0	0	0	0	0	0	0
Tctex1d2	0.228571428571429	0	0.5	0	0	0	0	0	1	0	0.5	1
Pcyt1a	0.285714285714286	0.333333333333333	0.5	0	0	1	1	0.5	0	1	0.2	0
AC087556.1	0	0	0	0	0	0	0	0	0	0	0	0
Slc51a	0	0	0	0	0	0	0	0	0	0	0	0
Zdhhc19	0	0	0	0	0	0	0	0	0	0	0	0
AC140186.1	0	0	0	0	0	0	0	0	0	0	0	0
Tfrc	0.0285714285714286	0	0	0	0	0	0	0	0	1	0.1	0
Tnk2	0.171428571428571	0	0	0	0	0	0	0	0	0	0	1
Tnk2os	0	0	0	0	0	0	0	0	0	0	0	0
Muc4	0	0	0	0	0	0	0	0	0	0	0	0
Muc20	0	0	0	0	0	0	0	0	0	0	0	0
Smbd1	0	0	0	0	0	0	0	0	0	0	0	0
Gm26769	0	0	0	0	0	0	0	0	0	0	0	0
Rubcn	0.142857142857143	0	0	0	0	1	2	1	0	0	0.2	0
Fyttd1	1.48571428571429	0.666666666666667	2.5	0	1.5	3	1	0.5	3	0	1.1	3
Lrch3	0.371428571428571	0	0.5	1	1.5	2	1	0	0	0.5	0.2	2
Iqcg	0.0285714285714286	0	0	0	0	0	0	0	0	0	0.1	0
Rpl35a	17.0571428571429	7.66666666666667	9.5	9	20.5	36	11	5	7	6	9.8	18
Lmln	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0
Osbpl11	0.171428571428571	0.333333333333333	0	0	0	0	0	0	0	0	0.1	0
Snx4	0.542857142857143	0	1	1	0.5	0	0	0.5	0	1	0.4	2
Zfp148	0.6	0	0	1	0	1	4	0.5	0	0.5	0.8	2
Slc12a8	0	0	0	0	0	0	0	0	0	0	0	0
Heg1	0.171428571428571	0	0	0	0	0	1	0	0	0.5	0.2	0
Gm15657	0	0	0	0	0	0	0	0	0	0	0	0
Muc13	0	0	0	0	0	0	0	0	0	0	0	0
Itgb5	0.828571428571429	0.333333333333333	1	0	1	1	0	0	1	0.5	0.5	1
Umps	0.114285714285714	0	0.5	1	0	0	0	0	0	0	0	0
Gm15829	0	0	0	0	0	0	0	0	0	0	0	0
Kalrn	0.485714285714286	0.333333333333333	0	0	2	0	0	0	1	0	0.2	0
Ropn1	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc14	0.0857142857142857	0.333333333333333	0	0	0	0	0	0	0	0	0	0
Mylk	10.1428571428571	3.33333333333333	12.5	16	13.5	21	12	7.5	6	7.5	2.9	5
1700119H24Rik	0	0	0	0	0	0	0	0	0	0	0	0
AC110166.1	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0
AC110166.2	0	0	0	0	0	0	0	0	0	0	0	0
Hacd2	0.428571428571429	0	0	3	0	0	0	0.5	0	1.5	0.3	0
Adcy5	0.314285714285714	1	0	0	0	1	0	0.5	0	0	0	0
Sec22a	0.4	0	0.5	0	0	1	0	0	0	0	0.1	1
Pdia5	0.142857142857143	0	0	0	0	0	0	0	1	0	0.1	0
1600019K03Rik	0	0	0	0	0	0	0	0	0	0	0	0
Sema5b	0.514285714285714	0.333333333333333	1.5	1	0.5	1	0	1	0	1	0.4	0
Dirc2	0.342857142857143	0	0	1	0.5	1	0	0.5	0	0.5	0.5	0
Hspbap1	0	0	0	0	0	0	0	0	0	0	0.1	0
